WKT,name,description
"POLYGON ((106.9134798 -6.3639469, 106.9072264 -6.3599847, 106.9023832 -6.3627804, 106.9020214 -6.3669079, 106.9004672 -6.3689716, 106.8979735 -6.3686387, 106.89501 -6.3701782, 106.8887217 -6.3678771, 106.8838068 -6.3683056, 106.8827035 -6.3646836, 106.8795093 -6.3629252, 106.8782556 -6.3606812, 106.8748822 -6.360924, 106.8721656 -6.3596805, 106.8732105 -6.3566703, 106.8706431 -6.3527767, 106.8625825 -6.3557073, 106.8587021 -6.352925, 106.8564187 -6.3518751, 106.856307 -6.3469143, 106.8535045 -6.342216, 106.8507021 -6.3392238, 106.8482261 -6.3378186, 106.8449281 -6.3422343, 106.8384725 -6.3406888, 106.8359314 -6.3433282, 106.839124 -6.3443066, 106.8386604 -6.3502554, 106.8347635 -6.3548392, 106.826107 -6.3565047, 106.8176588 -6.3559725, 106.813778 -6.3587772, 106.8097777 -6.3629091, 106.7954775 -6.3636289, 106.7917144 -6.3584701, 106.7934444 -6.3478519, 106.7979209 -6.3423521, 106.8051438 -6.3252506, 106.807943 -6.3134881, 106.7782842 -6.3147221, 106.7793132 -6.3187227, 106.7779394 -6.3227704, 106.7789801 -6.3256961, 106.7772742 -6.3262331, 106.7766788 -6.3297433, 106.7753967 -6.3325711, 106.775579 -6.3351555, 106.7742486 -6.3366213, 106.772961 -6.3375055, 106.7727988 -6.3419552, 106.772546 -6.3434975, 106.7740098 -6.3450399, 106.7733419 -6.3495034, 106.7720062 -6.3492174, 106.7710513 -6.3513753, 106.7698281 -6.3515964, 106.7704718 -6.3544271, 106.7710723 -6.3570177, 106.76899 -6.3556062, 106.7665644 -6.3562419, 106.7634298 -6.3558074, 106.7599071 -6.3573267, 106.7593848 -6.3590005, 106.7579969 -6.3603008, 106.7266541 -6.3597245, 106.7196873 -6.3594887, 106.7181132 -6.3614055, 106.7309756 -6.4173094, 106.7317887 -6.436061, 106.7461634 -6.4375839, 106.7566982 -6.4377482, 106.7717822 -6.4379123, 106.7837762 -6.4388439, 106.7877878 -6.4394342, 106.7879216 -6.4502428, 106.7979258 -6.4527783, 106.8017985 -6.4507707, 106.8040353 -6.443349, 106.8115936 -6.4427503, 106.8012185 -6.4586958, 106.8064101 -6.4619236, 106.8147335 -6.4608736, 106.835461 -6.4484934, 106.8354125 -6.4440673, 106.8348491 -6.4391295, 106.8357822 -6.4357359, 106.8424548 -6.4350894, 106.8519791 -6.4355733, 106.8521438 -6.4374267, 106.8531703 -6.4398886, 106.8533403 -6.4425695, 106.8531678 -6.4461275, 106.8532532 -6.4484182, 106.8533818 -6.4501606, 106.8543903 -6.4523964, 106.8555812 -6.4553054, 106.8563483 -6.4561628, 106.8581481 -6.4573592, 106.8612797 -6.4577441, 106.8630171 -6.458491, 106.8701085 -6.458182, 106.8755481 -6.4580061, 106.8795608 -6.4526809, 106.8825971 -6.4507859, 106.8842601 -6.4471852, 106.8841609 -6.4428948, 106.8854349 -6.4413336, 106.8866097 -6.441964, 106.8865561 -6.439472, 106.8868136 -6.4360818, 106.8883584 -6.4342588, 106.8899033 -6.4338004, 106.8914481 -6.4324891, 106.8903322 -6.43081, 106.8916196 -6.429472, 106.8916333 -6.4266225, 106.8928486 -6.4242848, 106.8956878 -6.4225615, 106.8999003 -6.4215205, 106.9042054 -6.4190974, 106.9057413 -6.4168221, 106.9055606 -6.4145468, 106.9048559 -6.4123845, 106.9061931 -6.4121538, 106.9081807 -6.4137394, 106.9087228 -6.4111108, 106.9129265 -6.4118324, 106.914212 -6.4122128, 106.9130064 -6.413656, 106.9143717 -6.4141542, 106.9153858 -6.4113977, 106.9165716 -6.4086411, 106.9160407 -6.4069081, 106.9200331 -6.3978203, 106.9192632 -6.3949979, 106.9152132 -6.3948748, 106.9106483 -6.39424, 106.9080416 -6.3948468, 106.904888 -6.3957192, 106.9020142 -6.3964405, 106.8993564 -6.3972007, 106.896965 -6.3964885, 106.8987052 -6.3936994, 106.9017563 -6.3936012, 106.9030908 -6.3917971, 106.9040432 -6.3905772, 106.9035446 -6.3891608, 106.9035776 -6.3866693, 106.9046734 -6.3840747, 106.9037751 -6.3819561, 106.9047251 -6.3797662, 106.9059383 -6.3781159, 106.9069916 -6.3761802, 106.9081148 -6.3756023, 106.9110476 -6.3686463, 106.9134798 -6.3639469))",Polygon depok,
